# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb
#
# Z prime

361444   9291.4   1. 
361445   1671.57   1. 
361446   946.815   1. 
361447   277.776   1. 
361448   90.7045   1. 
361449   54.5852   1. 
361450   39.9142   1. 
361451   14.9975   1. 
361452   8.88712   1. 
361453   2.37594   1. 
361454   1.14161   1. 
361455   0.361619   1. 
361456   0.160262   1. 
361457   0.0754627   1. 
361458   0.0386019   1. 
361459   0.0309079   1. 
361460   0.0110184   1. 
361461   0.0101095   1. 
361462   0.00273604   1. 
361463   0.0016586   1. 
361464   0.00105701   1. 
361465   1.49764e-05   1. 
361466   0   1. 
361467   0   1. 

################################################################################################################   0    
# Sherpa	VV

361064   1.8446   1. 
361065   3.6235   1. 
361066   2.5656   1. 
361067   5.0169   1. 
361068   14.022   1. 
361069   0.025765   1. 
361070   0.043375   1. 
361071   0.042017   1. 
361072   0.1279   1. 
361073   0.02095   1. 
361077   0.85492   1. 
361081   25.995   1. 
361082   25.974   1. 
361083   12.543   1. 
361084   3.7583   1. 
361085   7.4151   1. 

################################################################################################################   0    
# Sherpa gamma+jet

361039   34988   0.41028 
361040   34986   0.48609 
361041   35002   0.10752 
361042   3129   0.39960 
361043   3132.9   0.48199 
361044   3135.2   0.11728 
361045   247.41   0.41049 
361046   247.39   0.50284 
361047   249.37   0.12874 
361048   13.648   0.41834 
361049   13.617   0.47349 
361050   13.874   0.14069 
361051   0.92334   0.38226 
361052   0.92185   0.47148 
361053   0.93819   0.14811 
361054   0.018432   0.37036 
361055   0.018388   0.46691 
361056   0.019046   0.15751 
361057   7.9163e-05   0.38030 
361058   8.0515e-05   0.45148 
361059   8.2153e-05   0.16549 
361060   2.4843e-09   0.40351 
361061   2.5134e-09   0.41614 
361062   2.5431e-09   0.14831 

################################################################################################################   0    
# Pythia8 dijet

361000   76508904600   1. 
361001   1946305980   1. 
361002   24431336   1. 
361003   312104   1. 
361004   3422.36   1. 
361005   66.3778   1. 
361006   2.57984   1. 
361007   0.1803   1. 
361008   0.00645739   1. 
361009   0.00023784   1. 
